"Title","Abstract","Keywords","Authors","Journal","DOI","URL"
"A70","Cohesive fracture modeling of crack growth in thick-section composites","This paper presents a combined method for modeling the mode-I and II crack growth behavior in thick-section fiber reinforced polymeric composites having a nonlinear material response. The experimental part of this study includes crack growth tests of a thick composite material system manufactured using the pultrusion process. It consists of alternating layers of E-glass unidirectional roving and continuous filament mats in a polymeric matrix. Integrated micromechanical and cohesive finite element (FE) models are used to simulate the crack growth response in eccentrically loaded single-edge-notch, (tension), ESE(T) and notched butterfly specimens. Micromechanical constitutive models for the mat and the roving layers are used to generate the effective nonlinear material behavior from the in situ fiber and matrix responses. The validity of the numerical modeling approach before the onset of crack growth is investigated using an infrared thermal method. Cohesive FE models are calibrated and used to simulate the complete crack growth behavior for different crack configurations. The proposed integrated framework of multi-scale material models with cohesive fracture models is shown to be an effective method for predicting the structural and material responses including failure load and crack growth in thick-section fiber reinforced polymeric composites.","","RamiHaj-Alia,RaniEl-Hajjarb,AnastasiaMulianac","Engineering Fracture Mechanics","https://doi.org/10.1016/j.engfracmech.2006.04.003","https://www.sciencedirect.com/science/article/pii/S001379440600124X"
"A71","Subject Index","","","","Standard Handbook of Petroleum and Natural Gas Engineering,Standard Handbook of Petroleum and Natural Gas Engineering (Second Edition)","https://doi.org/10.1016/B978-075067785-1/50021-X","https://www.sciencedirect.com/science/article/pii/B978075067785150021X"
"A72","Index","","","","Electrical Engineer's Reference Book,Electrical Engineer's Reference Book (Sixteenth Edition)","https://doi.org/10.1016/B978-075064637-6/50050-2","https://www.sciencedirect.com/science/article/pii/B9780750646376500502"
"A73","Subject Index","","","","Comprehensive Composite Materials,Comprehensive Composite Materials","https://doi.org/10.1016/B0-08-042993-9/01009-3","https://www.sciencedirect.com/science/article/pii/B0080429939010093"
"A74","Tables of contents","","","","Polymer Contents","https://doi.org/10.1016/0883-153X(94)90051-5","https://www.sciencedirect.com/science/article/pii/0883153X94900515"
"A75","Abstracts of original contributions: 43rd Annual Scientific Session","","","","Journal of the American College of Cardiology","https://doi.org/10.1016/S0735-1097(10)80315-8","https://www.sciencedirect.com/science/article/pii/S0735109710803158"
"A76","CHAPTER 3: COMPOSITES","","","JonBinner,PaulHogg,JohnMurphy","Advanced Materials Source Book,Advanced Materials Source Book","https://doi.org/10.1016/B978-1-4831-3581-6.50006-7","https://www.sciencedirect.com/science/article/pii/B9781483135816500067"
"A77","Crack initiation and growth during low-cycle fatigue of discontinuously reinforced metal-matrix composites","The initiation and growth of surface cracks during low-cycle fatigue of an AA6061 alloy composite containing (a) 15 vol% of SiC particles and (b) 20 vol% of Saffil short fibres were studied. For both of the composites, cracks are initiated very early in the fatigue life irrespective of the cyclic strain amplitude. A full three-dimensional FEM simulation demonstrated that the inhomogeneous distributions of stresses and strains induced by the particles and fibres are enhanced at a free surface relative to the interior of the material. This promotes surface crack initiation either by cracking of the reinforcement or near interfacial cracking in the matrix. The growth rates of the surface microcracks are an order of magnitude faster than the growth rates of long through-cracks at corresponding values of the crack growth parameter <U+0394>J. It was further observed that surface cracks shorter than 100 µm grow at a decelerating rate, yet did not show any threshold behaviour. Despite this early initiation of microcracks in the composites, the particulate composite notably showed a larger tolerance against plastic strain cycling than the unreinforced matrix in the lower range of cyclic plastic strain amplitudes.","metal-matrix composites,Al alloy,short fibres,particles,low-cycle fatigue,microcracks,crack initiation,crack growth","M.Levin,B.Karlsson","International Journal of Fatigue","https://doi.org/10.1016/0142-1123(93)90483-7","https://www.sciencedirect.com/science/article/pii/0142112393904837"
"A78","Tables of contents","","","","Polymer Contents","https://doi.org/10.1016/0883-153X(92)90060-R","https://www.sciencedirect.com/science/article/pii/0883153X9290060R"
"A79","Other readings—Conference proceedings","","","","Finite Elements in Analysis and Design","https://doi.org/10.1016/0168-874X(90)90044-F","https://www.sciencedirect.com/science/article/pii/0168874X9090044F"
"A80","CHAPTER 2: COMPOSITES","","","","Advanced Materials 1991–1992,Advanced Materials 1991–1992","https://doi.org/10.1016/B978-1-85617-081-9.50005-8","https://www.sciencedirect.com/science/article/pii/B9781856170819500058"
"A81","Chapter 4: Experimental Characterization of Delamination Fracture","Experimental methods for characterizing interlaminar fracture behavior of composite materials are discussed. The classic short-beam shear test is presented along with a number of methods based on linear elastic fracture mechanics. These methods include the double cantilever beam test, the edge-delamination test, the end-notch flexure test, both the single and double cracked-lap shear test, and the off-axis center notch tensile test. Each test method is discussed from an applied mechanics point-of-view. Such an approach is appropriate in light of the complex nature of composite materials. In addition, relationships between fundamental experimental data and structural performance are considered. This includes consideration of mixed-mode failure criteria and a parametric study involving a one-dimensional delamination buckling model for evaluating the materials characterization/structural performance interface. Consideration is also given to relationships between basic resin properties and in situ performance as a matrix material in the composite.","","James M.WHITNEY","Composite Materials Series","https://doi.org/10.1016/B978-0-444-87285-2.50008-X","https://www.sciencedirect.com/science/article/pii/B978044487285250008X"
"A82","Enhanced S<U+E5F8>T transitions of aromatic compounds coordinating to paramagnetic chromium(III)","The absorption bands of chromium(III) complexes of 2,2'-bipyridyl, acetylacetone, and phthalocyanine with fine structure and intermediate intensity are assigned to the transition to 3LE. The molar absorption coefficients of 3LE bands are 300–2000 M-1 cm-1 at the maximum. The lowest excited state of [Cr(phthalocyaninato) (OH)] is 3LE of the phthalocyanine with a lifetime of 35 ns.","","TakeshiOhno,ShunjiKato,SumioKaizaki1,IchiroHanazaki2","Chemical Physics Letters","https://doi.org/10.1016/0009-2614(83)87449-1","https://www.sciencedirect.com/science/article/pii/0009261483874491"
